PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	EY	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Schrag, RJV				Schrag, Rachel J. Voth			Campus Based Sexual Assault and Dating Violence: A Review of Study Contexts and Participants	AFFILIA-JOURNAL OF WOMEN AND SOCIAL WORK			English	Review						domestic violence; feminist theories and research; intimate partner violence; research categories; sexual abuse	INTIMATE PARTNER VIOLENCE; COLLEGE-STUDENTS; DOMESTIC VIOLENCE; AFRICAN-AMERICAN; WOMEN; STRESS; DEPRESSION; FEMALE; BLACK; RISK	Colleges are working to study and address sexual assault (SA) and dating violence (DV) on campus. This quantitative systematic review assessed 196 studies of SA and DV to evaluate if the literature fully reflects the demographics of American higher education. Results show disproportionate representation in the populations and settings in which research is occurring. No studies occurred at associates/2-year institutions, and participants are substantially younger and whiter than American college students overall. Education and prevention efforts that do not take into account the bias in these studies may exacerbate intersectional barriers for students.	[Schrag, Rachel J. Voth] Washington Univ, Brown Sch Social Work, St Louis, MO USA	Schrag, RJV (reprint author), Washington Univ, One Brookings Dr,Campus Box 1196, St Louis, MO 63130 USA.	rvothschrag@wustl.edu		Voth Schrag, Rachel/0000-0001-5273-9905				45	3	3	2	37	SAGE PUBLICATIONS INC	THOUSAND OAKS	2455 TELLER RD, THOUSAND OAKS, CA 91320 USA	0886-1099	1552-3020		AFFILIA J WOM SOC WO	Affil. J. Women Soc. Work	FEB	2017	32	1					67	80		10.1177/0886109916644644				14	Social Work; Women's Studies	Social Work; Women's Studies	EH5AK	WOS:000391784800006					2018-09-20	
J	Mallinger, G; Starks, S; Tarter, K				Mallinger, Gayle; Starks, Saundra; Tarter, Kirsten			Women Social Workers: A Road Map to Gender Equity	AFFILIA-JOURNAL OF WOMEN AND SOCIAL WORK			English	Article						administration; feminist ethic of care; organization; resilience; social work professionals	ORGANIZATIONAL-CLIMATE; FEMALE LEADERS; EDUCATION; MANAGEMENT; CULTURE; MICROAGGRESSIONS; PERCEPTIONS; PERFORMANCE; PROFESSION; INEQUITY	Research continues to demonstrate that female social workers earn less than their male counterparts and experience significant barriers to professional advancement. Yet, little has been written about factors promoting women's progress within the structural barriers that disadvantage women social workers. The combination of ethic of care, risk and resilience, and ecological theories informs the conceptual model outlined in this article. This model provides a roadmap for understanding national and organizational impediments to the success of women social workers and offers strategies for empowering women in the profession in the United States. Social work practitioners and administrators must engage in frank discussions about sexism, nurture leadership skills, and advocate for the elimination of gender discrimination and for the promotion of equal opportunity in social service organizations.	[Mallinger, Gayle; Starks, Saundra] Western Kentucky Univ, Social Work, Bowling Green, KY 42101 USA; [Tarter, Kirsten] Western Kentucky Univ, 1906 Coll Hts, Bowling Green, KY 42101 USA	Mallinger, G (reprint author), Western Kentucky Univ, 1906 Coll Hts, Bowling Green, KY 42101 USA.	gayle.mallinger@wku.edu						63	2	2	2	42	SAGE PUBLICATIONS INC	THOUSAND OAKS	2455 TELLER RD, THOUSAND OAKS, CA 91320 USA	0886-1099	1552-3020		AFFILIA J WOM SOC WO	Affil. J. Women Soc. Work	FEB	2017	32	1					81	91		10.1177/0886109916647766				11	Social Work; Women's Studies	Social Work; Women's Studies	EH5AK	WOS:000391784800007					2018-09-20	
J	Kattari, SK; Begun, S				Kattari, Shanna K.; Begun, Stephanie			On the Margins of Marginalized: Transgender Homelessness and Survival Sex	AFFILIA-JOURNAL OF WOMEN AND SOCIAL WORK			English	Article						discrimination; homelessness; shelter access; survival sex; transgender and gender-nonconforming issues	YOUNG-WOMEN; HEALTH-CARE; SOCIAL-WORK; YOUTH; GENDER; INTERSECTIONALITY; VICTIMIZATION; PREVALENCE; PREDICTORS; IDENTITY	Transgender and gender-nonconforming (GNC) individuals experience homelessness at higher rates compared to the broader population, with many directly attributing homelessness to their transgender/GNC identities. Homeless individuals often engage in survival sex in exchange for food, housing, and other basic necessities. Few research efforts, however, have examined survival sex specifically among homeless transgender/GNC populations. Utilizing the 2011 National Transgender Discrimination Survey (N = 6,454), this exploratory study analyzes relationships between homelessness and survival sex among transgender/GNC individuals. Results suggest these individuals experience homelessness at high rates, and their engagement in survival sex is associated with homelessness. Implications for social work are subsequently discussed.	[Kattari, Shanna K.; Begun, Stephanie] Univ Denver, Grad Sch Social Work, 2148 S High St, Denver, CO 80208 USA	Kattari, SK (reprint author), Univ Denver, Grad Sch Social Work, 2148 S High St, Denver, CO 80208 USA.	shanna.kattari@du.edu		Kattari, Shanna K./0000-0003-3489-7058				35	4	4	6	28	SAGE PUBLICATIONS INC	THOUSAND OAKS	2455 TELLER RD, THOUSAND OAKS, CA 91320 USA	0886-1099	1552-3020		AFFILIA J WOM SOC WO	Affil. J. Women Soc. Work	FEB	2017	32	1					92	103		10.1177/0886109916651904				12	Social Work; Women's Studies	Social Work; Women's Studies	EH5AK	WOS:000391784800008					2018-09-20	
J	Briskman, L; Latham, S				Briskman, Linda; Latham, Susie			Refugees, Islamophobia, and Ayaan Hirsi Ali: Challenging Social Work Co-Option	AFFILIA-JOURNAL OF WOMEN AND SOCIAL WORK			English	Article						asylum seekers; Islamophobia; social workers		As global discourses on refugees and Muslims become more exclusionary, the ethics and traditions of our profession mean social workers arguably have a particular responsibility to work for transformative change. This column argues that social workers need to be wary of direct complicity with harsh policies through implementation roles and, indirectly, through co-option into dominant discourses about refugees and Islam more generally and Muslim women specifically.	[Briskman, Linda] Swinburne Univ Technol, Hawthorn, Vic 3122, Australia; [Latham, Susie] Curtin Univ, Perth, WA, Australia	Briskman, L (reprint author), Swinburne Univ Technol, Hawthorn, Vic 3122, Australia.	lbriskman@swin.edu.au			Australian Government Research Training Program Scholarship	The author(s) disclosed receipt of the following financial support for the research, authorship, and/or publication of this article: Susie Latham acknowledges the support of an Australian Government Research Training Program Scholarship.		5	1	1	4	20	SAGE PUBLICATIONS INC	THOUSAND OAKS	2455 TELLER RD, THOUSAND OAKS, CA 91320 USA	0886-1099	1552-3020		AFFILIA J WOM SOC WO	Affil. J. Women Soc. Work	FEB	2017	32	1					108	111		10.1177/0886109916685801				4	Social Work; Women's Studies	Social Work; Women's Studies	EH5AK	WOS:000391784800011					2018-09-20	
J	Mollett, S				Mollett, Sharlene			Irreconcilable differences? A postcolonial intersectional reading of gender, development and Human Rights in Latin America	GENDER PLACE AND CULTURE			English	Article						Postcolonial intersectionality; feminist political ecology; Afro-descendant women; human rights; international development; Latin America	RACE; GEOGRAPHIES; LAND; STRUGGLES; ETHNICITY; RACISM; PLACE; WOMEN	In 2015, the United Nations set in motion the International Decade for People of African Descent (2015-2024). While this mandate provides much to celebrate, its reliance on universal and human rights narratives collides against the reality of a persistent inferiorization of Afro-descendant communities as less-than-human. The paradoxical nature of human rights discourses notwithstanding, Afro-descendant women (ADW) leaders in Latin America embrace the opportunity provided by the UN Decade, to rethink human rights discourses and Afro-descendant inclusion in development practice. I draw insight in this article from black feminist and postcolonial thinking to contribute to a growing engagement with the concept of intersectionality in the subfield of feminist political ecology. Employing the concept of postcolonial intersectionality, I reflect on how ADW operationalize particular knowledges and their racialized gendered subjectivities to challenge regional imaginaries that limit livelihoods, access to natural resources and that cast Afro-descendants outside humanity. I connect such organized activism to that of quiet, every day and largely unrecognized acts of resistance among Afro-Antillean women situated in the growing residential tourism enclave along Panama's Atlantic coast, in a place known as Bocas'. This article draws from ethnographic and historical data collection and is supplemented with news articles, activist scholarship, government documents and secondary resources. Together, I center the intersectional logics of power in Bocas and argue that ADW lead a material and symbolic process of place-making, one that prioritizes life while struggling over carnal, gendered and racialized dispossession and the right to be recognized as human.	[Mollett, Sharlene] Ctr Crit Dev Studies UTSC, Dept Human Geog, Toronto, ON, Canada; [Mollett, Sharlene] Univ Toronto, Dept Geog & Planning, Toronto, ON, Canada	Mollett, S (reprint author), Ctr Crit Dev Studies UTSC, Dept Human Geog, Toronto, ON, Canada.; Mollett, S (reprint author), Univ Toronto, Dept Geog & Planning, Toronto, ON, Canada.	sharlene.mollett@utoronto.ca			Department of Human Geography at the University of Toronto, Scarborough; Nelson Rockefeller Center at Dartmouth College	This work was partially supported by the Department of Human Geography at the University of Toronto, Scarborough and the Nelson Rockefeller Center at Dartmouth College.		101	5	5	0	10	ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD	ABINGDON	2-4 PARK SQUARE, MILTON PARK, ABINGDON OX14 4RN, OXON, ENGLAND	0966-369X	1360-0524		GENDER PLACE CULT	Gend. Place Cult.	JAN 17	2017	24	1					1	17		10.1080/0966369X.2017.1277292				17	Geography; Women's Studies	Geography; Women's Studies	EM6BU	WOS:000395398600001					2018-09-20	
J	Wisner, B; Berger, G; Gaillard, JC				Wisner, Ben; Berger, Greg; Gaillard, J. C.			We've seen the future, and it's very diverse: beyond gender and disaster in West Hollywood, California	GENDER PLACE AND CULTURE			English	Article						Trans*; vulnerability; capacities; disaster risk reduction; West Hollywood	GAY IDENTITY; TRANS; UK	This viewpoint describes changes in the way that gender and sexual identity are perceived by various disaster risk reduction stakeholders in the city of West Hollywood, California, USA. In general in Europe and North America, and elsewhere, the trend has been for so-called vulnerable' groups or groups of people with special needs' to be seen after a time as groups of people with agency, with special contributions' and with capacities in relation to disaster risk reduction. This transition from victim' to stakeholder' has been observed as regards women, youth, the elderly and people living with incapacities or disabilities. The important contribution of our viewpoint is to document a similar transition or evolution of roles for lesbian, gay, bisexual, intersex, transgender and queer (LGBITQ) groups in the city of West Hollywood. The broader context of the city's site, situation, demography, exposure to hazards, civic culture and the organisation of public safety is also described.	[Wisner, Ben] Oberlin Coll, Environm Studies Program, Oberlin, OH 44074 USA; [Berger, Greg] Univ Autonoma Estado Morelos, Fac Artes, Cuernavaca, Morelos, Mexico; [Gaillard, J. C.] Univ Auckland, Sch Environm, Auckland, New Zealand	Wisner, B (reprint author), Oberlin Coll, Environm Studies Program, Oberlin, OH 44074 USA.	bwisner@igc.org						39	2	2	1	6	ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD	ABINGDON	2-4 PARK SQUARE, MILTON PARK, ABINGDON OX14 4RN, OXON, ENGLAND	0966-369X	1360-0524		GENDER PLACE CULT	Gend. Place Cult.	JAN 17	2017	24	1					27	36		10.1080/0966369X.2016.1204995				10	Geography; Women's Studies	Geography; Women's Studies	EM6BU	WOS:000395398600003					2018-09-20	
J	Baylina, M; Garcia-Ramon, MD; Porto, AM; Rodo-de-Zarate, M; Salamana, I; Villarino, M				Baylina, Mireia; Garcia-Ramon, Maria Dolors; Porto, Ana Maria; Rodo-de-Zarate, Maria; Salamana, Isabel; Villarino, Montserrat			Work-life balance of professional women in rural Spain	GENDER PLACE AND CULTURE			English	Article						Women; work-life balance; high education; rural re-feminization; Spain	GENDER; EMPLOYMENT; FATHER; POLICY; FORD; CARE	In some regions of Spain, well-educated women decide to move to the countryside to carry out their professional activities. This is a new phenomenon after many decades of female outmigration that also occurs in other European regions. Our aim is to explore how these professional women who decide to live in the countryside manage their work-life balance in this changing space. Our hypothesis is that these women, with high level of education and urban experience are more aware of gender inequality, have greater bargaining power, and therefore, achieve better work-life conciliation with their male partners. Research has been conducted through 60 in-depth interviews with women that have been analyzed through discourse analysis. The results show a complex situation. While these women are building the new ruralities with their work, skills, and insights, social norms concerning family responsibilities move more slowly. The research evidences aspects related to women's well-being as well as brings the broad issue of care at the center of the feminist debate.	[Baylina, Mireia; Garcia-Ramon, Maria Dolors] Univ Autonoma Barcelona, Dept Geog, Barcelona, Spain; [Porto, Ana Maria] Univ Santiago Compostela, Fac Ciencias Educ, Dept Metodos Invest & Diagnost Educ, La Coruna, Spain; [Rodo-de-Zarate, Maria] Univ Oberta Catalunya, Internet Interdisciplinary Inst IN3, Barcelona, Spain; [Salamana, Isabel] Univ Girona, Dept Geog, Girona, Spain; [Villarino, Montserrat] Univ Santiago Compostela, Dept Geog, La Coruna, Spain	Baylina, M (reprint author), Univ Autonoma Barcelona, Dept Geog, Barcelona, Spain.	Mireia.Baylina@uab.cat		Villarino Perez, Montserrat/0000-0002-6154-244X; Serra, Isabel Salamana/0000-0001-8724-3803; Baylina, Mireia/0000-0002-0365-4224	Ministerio de Economia y Competitividad. Gobierno de Espana [CSO2015-63913-R]	This work was supported by the Ministerio de Economia y Competitividad. Gobierno de Espana [grant number CSO2015-63913-R].		68	0	0	2	11	ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD	ABINGDON	2-4 PARK SQUARE, MILTON PARK, ABINGDON OX14 4RN, OXON, ENGLAND	0966-369X	1360-0524		GENDER PLACE CULT	Gend. Place Cult.	JAN 17	2017	24	1					72	84		10.1080/0966369X.2016.1249345				13	Geography; Women's Studies	Geography; Women's Studies	EM6BU	WOS:000395398600007					2018-09-20	
J	Ferguson, JM				Ferguson, Jane M.			Discreet to excrete in the concrete jungle: women bike messengers and their inventive urban strategies in three US cities	GENDER PLACE AND CULTURE			English	Article						Traffic; bike messengers; work geographies; toilets; gendered labor		In spite of the radical changes brought in by new communication technologies, bicycle messengers are still integral to many urban economies throughout the world. While all messengers creatively navigate through dense, hostile traffic on the streets, women face additional challenges in this male-dominated occupation. They not only confront gendered expectations, difficulties, and harassment from co-workers and the public, but also experience struggles to access restrooms during their workday. This is an overlooked - but crucial - corporeal challenge of bike messengering: how, when, and where to excrete while on the job. The issue of restroom access is compounded by instances of gendered policing, based on a stereotype that a bike messenger is an aggressive male. Drawing from ethnographic research in two North American cities and additional interview material, this article will first offer an overview of the job and then examine how women messengers work in this male-dominated occupational world. Next, it will consider inequities of toilet access, gate keeping and belonging, and how messengers are excluded from office restroom facilities. Finally, it will examine rationale for, as well as the geographic strategies that women messengers employ during their workdays in order to excrete in (relative) peace.	[Ferguson, Jane M.] Australian Natl Univ, Sch Culture Hist & Language, Canberra, ACT, Australia	Ferguson, JM (reprint author), Australian Natl Univ, Sch Culture Hist & Language, Canberra, ACT, Australia.	jane.ferguson@anu.edu.au						28	0	0	1	5	ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD	ABINGDON	2-4 PARK SQUARE, MILTON PARK, ABINGDON OX14 4RN, OXON, ENGLAND	0966-369X	1360-0524		GENDER PLACE CULT	Gend. Place Cult.	JAN 17	2017	24	1					85	96		10.1080/0966369X.2016.1263602				12	Geography; Women's Studies	Geography; Women's Studies	EM6BU	WOS:000395398600008					2018-09-20	
J	Liu, C				Liu, Chen			Food practices, gendered intimacy and family life in contemporary Guangzhou	GENDER PLACE AND CULTURE			English	Article						Food; everyday practices; gendered intimacy; family life; China	CHINA; WOMEN; IDENTITIES; CARE	This article is concerned with the intimate spousal relations through the analysis of their management of daily meals and domestic food work. It extends beyond research focused on the relations between gendered power, identity and the space of home, through a focus on food practices. Based on three case studies, this empirical research analyses how the gendered nature of domestic food work makes, remakes and unmakes the intimate relations between women and men. In particular, the narrated food stories explore how gendered domestic food work is undertaken in families with different forms and geographies of homemaking, creating intimacies even when families have to live apart. Moreover, the construction and reconstruction of the geographical terms of distance and proximity under the discourse of intimacy in the mobilised urban Guangzhou are discussed. The main argument suggests that both genders play important roles in the process of practising intimacy in the family sphere. This work contributes to the wider critical and cultural geographies of family through engaging men's agencies into the domestic sphere from a non-Western perspective.	[Liu, Chen] Univ Sheffield, Dept Geog, Sheffield, S Yorkshire, England	Liu, C (reprint author), Univ Sheffield, Dept Geog, Sheffield, S Yorkshire, England.	chen.liu@sheffield.ac.uk						45	2	2	3	7	ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD	ABINGDON	2-4 PARK SQUARE, MILTON PARK, ABINGDON OX14 4RN, OXON, ENGLAND	0966-369X	1360-0524		GENDER PLACE CULT	Gend. Place Cult.	JAN 17	2017	24	1					97	107		10.1080/0966369X.2016.1263604				11	Geography; Women's Studies	Geography; Women's Studies	EM6BU	WOS:000395398600009					2018-09-20	
J	Bowstead, JC				Bowstead, Janet C.			Women on the move: theorising the geographies of domestic violence journeys in England	GENDER PLACE AND CULTURE			English	Article						Forced migration; exile; diaspora; rhizome; relocation	FORCED MIGRATION; UNITED-KINGDOM; GENDER; MOBILITY; COMMUNITIES; CHALLENGES; PATTERNS; POLITICS; PARTNER; SPACES	This article draws on a mixed-methods research project which mapped and quantified women's journeys to escape domestic violence in England, and builds on the empirical findings to theorise about the nature of such journeys. Identifying a process of gendered migration within the United Kingdom it explores these journeys using concepts of forced exile from international migration research; and concepts of rhizomic and dendriform movement within space. Tens of thousands of women and children within the UK are forced to relocate due to domestic violence every year, yet their journeys have been under-recognised in policy and practice, and under-theorised in terms of their relationship to other migrations. Using administrative data from housing-related support services to which women and children travel, and interview, survey and creative groupwork data from women who have relocated, the research enabled conceptualisation of both the individual and aggregated nature of the journeys. Empirically the journeys are found to be very individual and complex, with multiple segments; but including the possibility of women understanding the individual violation of their human rights within a more collective and structural context. The research therefore conceptualises these domestic violence journeys as moving from forced individual exiles, via complex, fragmented and rhizomic lines of flight, towards diasporic connections and processes of resettlement and belonging. Focusing on the early stages of such journeys, this article provides a theoretical framework which enables both a greater understanding of women's actions to escape violence, and an underpinning for preventative and service responses.			janet.bowstead@cantab.net		Bowstead, Janet/0000-0003-0194-7688	Economic and Social Research Council (ESRC) [ES/I903275/1]	This work was funded by Economic and Social Research Council (ESRC) [grant number ES/I903275/1].		62	0	0	3	17	ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD	ABINGDON	2-4 PARK SQUARE, MILTON PARK, ABINGDON OX14 4RN, OXON, ENGLAND	0966-369X	1360-0524		GENDER PLACE CULT	Gend. Place Cult.	JAN 17	2017	24	1					108	121		10.1080/0966369X.2016.1251396				14	Geography; Women's Studies	Geography; Women's Studies	EM6BU	WOS:000395398600010					2018-09-20	
J	McKeithen, W				McKeithen, Will			Queer ecologies of home: heteronormativity, speciesism, and the strange intimacies of crazy cat ladies	GENDER PLACE AND CULTURE			English	Article						Home; intimacy; pet love; queer ecology; crazy cat lady; discourse analysis	NEW-ZEALAND; GEOGRAPHIES; GARDENS; SPACES; FAMILY; PLANTS; PET; DOG	This article extends Morrison, Johnston, and Longhurst's argument that love is spatial, relational, and political by tracing the ways that home situates both intra- and interspecies intimacy. It examines the crazy cat lady' as a discourse that entangles heteronormative and speciesist rules for loving, living, and making a home.' In a post-industrial moment when pet love has become a centerpiece of normal' life, the crazy cat lady occupies a queer periphery. She not only loves cats too much, she loves them more than humans, instead of a husband, and literally in place of heteronormative domesticity. To understand these complicit logics, this article reconceptualizes home as a queer ecology in which the sociospatial politics of nature, gender, humanity, sexuality, animality, domesticity, and intimacy collide. Using this framework, this article examines how women-with-cats-the real' crazy cat ladies-(re)inhabit normative ideals in their everyday practices and how this multispecies homemaking unfolds through more-than-human agencies. In queering ecologies of home, this article offers animal, posthumanist, feminist and queer geographers of home, as well as everyday homemakers, a wi(l)der bestiary of conceptual tools to understand intimacies that entangle across the boundaries of home/nature, wild/domestic, queer/straight and human/animal.	[McKeithen, Will] Univ Washington, Dept Geog, Seattle, WA 98195 USA	McKeithen, W (reprint author), Univ Washington, Dept Geog, Seattle, WA 98195 USA.	wmck@uw.edu						59	2	2	7	18	ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD	ABINGDON	2-4 PARK SQUARE, MILTON PARK, ABINGDON OX14 4RN, OXON, ENGLAND	0966-369X	1360-0524		GENDER PLACE CULT	Gend. Place Cult.	JAN 17	2017	24	1					122	134		10.1080/0966369X.2016.1276888				13	Geography; Women's Studies	Geography; Women's Studies	EM6BU	WOS:000395398600011					2018-09-20	
J	Darwin, H				Darwin, Helana			The pariah femininity hierarchy: comparing white women's body hair and fat stigmas in the United States	GENDER PLACE AND CULTURE			English	Article						Pariah femininity; hegemonic femininity; feminism; body hair; body fat; Body Positive movement	SOCIAL-CHANGE; ROLLER DERBY; REAL BEAUTY; GENDER; ATTITUDES; REMOVAL; PERCEPTIONS; LESBIANS; CAMPAIGN; ACCOUNT	The corporeal turn in the social sciences has stimulated considerable interdisciplinary research into embodied stigmas, but these theories do not account for why certain traits become more stigmatized than others. This study argues that the real women' imagery associated with the Western Body Positive movement reveals a pariah femininity' hierarchy: fat women achieve representation significantly more often than hairy women. In order to identify the stigma differential that might account for this representational difference, this study comparatively analyzes the parameters of stigma that United States viewers associate with each trait. A discourse analysis of online feedback from campaign viewers yields two important findings: (1) white women's body hair poses a relative threat to patriarchal gender ideology and (2) viewers associate women's body hair, more so than women's body fat, with feminism. These two findings have important implications for academic efforts to theorize corporeal stigma, hegemonic femininity, and feminist stigma management.	[Darwin, Helana] SUNY Stony Brook, Dept Sociol, Stony Brook, NY 11794 USA	Darwin, H (reprint author), SUNY Stony Brook, Dept Sociol, Stony Brook, NY 11794 USA.	helana.darwin@gmail.com						63	0	0	2	5	ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD	ABINGDON	2-4 PARK SQUARE, MILTON PARK, ABINGDON OX14 4RN, OXON, ENGLAND	0966-369X	1360-0524		GENDER PLACE CULT	Gend. Place Cult.	JAN 17	2017	24	1					135	146		10.1080/0966369X.2016.1276889				12	Geography; Women's Studies	Geography; Women's Studies	EM6BU	WOS:000395398600012					2018-09-20	
J	Wunker, E				Wunker, Erin			Sweating in Public: Some Thoughts About Writing on the Internet While Being a Woman	ATLANTIS-CRITICAL STUDIES IN GENDER CULTURE & SOCIAL JUSTICE			English	Editorial Material								This paper uses autho-theory and affect to think through the repercussions of writing from a gendered perspective in public spaces and on social media.	[Wunker, Erin] Dalhousie Univ, Dept English, Halifax, NS, Canada; [Wunker, Erin] Canadian Women Literary Arts, Picton, ON, Canada	Wunker, E (reprint author), Dalhousie Univ, Dept English, Halifax, NS, Canada.; Wunker, E (reprint author), Canadian Women Literary Arts, Picton, ON, Canada.							11	0	0	0	0	MOUNT SAINT VINCENT UNIV, INST STUDY WOMEN	HALIFAX	MOUNT SAINT VINCENT UNIV, INST STUDY WOMEN, HALIFAX, NS B3M 2J6, CANADA	0702-7818	1715-0698		ATLANTIS-CRIT STUD G	Atlantis-Crit. Stud. Gend. Cult. Soc. Justice		2017	38	2					137	143						7	Women's Studies	Women's Studies	GJ6QJ	WOS:000435508600020					2018-09-20	
J	Cook, M				Cook, Marcy			The Difference a Gender Makes	ATLANTIS-CRITICAL STUDIES IN GENDER CULTURE & SOCIAL JUSTICE			English	Editorial Material								This article demonstrates the different ways men and women are treated online and the consequences of coming under social media attack. Through numerous examples and personal experience from the unique perspective of a transgender woman who has experienced the Internet as a man and a woman.									5	0	0	0	0	MOUNT SAINT VINCENT UNIV, INST STUDY WOMEN	HALIFAX	MOUNT SAINT VINCENT UNIV, INST STUDY WOMEN, HALIFAX, NS B3M 2J6, CANADA	0702-7818	1715-0698		ATLANTIS-CRIT STUD G	Atlantis-Crit. Stud. Gend. Cult. Soc. Justice		2017	38	2					157	159						3	Women's Studies	Women's Studies	GJ6QJ	WOS:000435508600023					2018-09-20	
J	de la Cour, L				de la Cour, Lykke			Eugenics, Race and Canada's First-Wave Feminists: Dis/Abling the Debates	ATLANTIS-CRITICAL STUDIES IN GENDER CULTURE & SOCIAL JUSTICE			English	Editorial Material							UNITED-STATES; REPRODUCTIVE RIGHTS; STERILIZATION; POLITICS; HISTORY; WOMEN; BABIES	Using government reports produced by one of Ontario's pioneering women physicians and leading eugenic crusaders, Dr. Helen MacMurchy, this article interrogates the significance of disability as a central paradigm within first-wave feminism and its promotion of eugenic reforms. I examine how conceptualizations of race were reconstituted through the construct of disability to generate not only inter-but also intra-racial distinctions between differently classed white women. I argue that it was ultimately by leveraging a range of social categories-gender, class, race, and transgressive forms of sexuality-into a disabling paradigm that not only racialized women, but also poor white women were disempowered by eugenics.	[de la Cour, Lykke] York Univ, Dept Social Sci, Hlth & Soc Program, Toronto, ON, Canada; [de la Cour, Lykke] York Univ, Dept Social Sci, Interdisciplinary Social Sci Program, Toronto, ON, Canada	de la Cour, L (reprint author), York Univ, Dept Social Sci, Hlth & Soc Program, Toronto, ON, Canada.; de la Cour, L (reprint author), York Univ, Dept Social Sci, Interdisciplinary Social Sci Program, Toronto, ON, Canada.							74	0	0	0	0	MOUNT SAINT VINCENT UNIV, INST STUDY WOMEN	HALIFAX	MOUNT SAINT VINCENT UNIV, INST STUDY WOMEN, HALIFAX, NS B3M 2J6, CANADA	0702-7818	1715-0698		ATLANTIS-CRIT STUD G	Atlantis-Crit. Stud. Gend. Cult. Soc. Justice		2017	38	2					176	190						15	Women's Studies	Women's Studies	GJ6QJ	WOS:000435508600026					2018-09-20	
J	Kteily-Hawa, R; Underhill, A				Kteily-Hawa, Raula; Underhill, Angela			Examining Gender Relations among South Asian Immigrant Women Living with HIV in the Greater Toronto Area: Theoretical Implications	ATLANTIS-CRITICAL STUDIES IN GENDER CULTURE & SOCIAL JUSTICE			Spanish	Editorial Material							HEALTH; PERSPECTIVE	This paper focuses on South Asian immigrant women living with HIV in Toronto. Our community-based research affirmed the benefits of augmenting R.W. Connell's social theory of gender with a focus on the local. We explored how multiple relations of domination and subordination affect women living with HIV. A general inductive approach identified four themes pursuant to women's perceptions of gender relations, and how they affect their risk of HIV: power, emotional attachment, gendered division of labour, and social norms. Richer understandings of how power operates between genders paves the way for theory refinement, and innovative, refocused research.	[Kteily-Hawa, Raula] Womens Coll Res Inst, Toronto, ON, Canada; [Underhill, Angela] Univ Guelph, Family Relat & Human Dev, Guelph, ON, Canada; [Underhill, Angela] Women & HIV Res Program WHRP, Toronto, ON, Canada	Kteily-Hawa, R (reprint author), Womens Coll Res Inst, Toronto, ON, Canada.							38	0	0	0	0	MOUNT SAINT VINCENT UNIV, INST STUDY WOMEN	HALIFAX	MOUNT SAINT VINCENT UNIV, INST STUDY WOMEN, HALIFAX, NS B3M 2J6, CANADA	0702-7818	1715-0698		ATLANTIS-CRIT STUD G	Atlantis-Crit. Stud. Gend. Cult. Soc. Justice		2017	38	2					205	218						14	Women's Studies	Women's Studies	GJ6QJ	WOS:000435508600028					2018-09-20	
J	Hubbard, S				Hubbard, Shane			Women and War in Antiquity	ATLANTIS-CRITICAL STUDIES IN GENDER CULTURE & SOCIAL JUSTICE			English	Book Review									[Hubbard, Shane] Univ Guelph, Sch Languages & Literatures & European Studies, Guelph, ON, Canada	Hubbard, S (reprint author), Univ Guelph, Sch Languages & Literatures & European Studies, Guelph, ON, Canada.							1	0	0	0	0	MOUNT SAINT VINCENT UNIV, INST STUDY WOMEN	HALIFAX	MOUNT SAINT VINCENT UNIV, INST STUDY WOMEN, HALIFAX, NS B3M 2J6, CANADA	0702-7818	1715-0698		ATLANTIS-CRIT STUD G	Atlantis-Crit. Stud. Gend. Cult. Soc. Justice		2017	38	2					228	229						2	Women's Studies	Women's Studies	GJ6QJ	WOS:000435508600033					2018-09-20	
